,filename,code,x_from,y_from,width,height
0,images/c234c76c-d72d-4d60-8066-e99f62361c1c--ru.a6a77966-14c1-49d8-bdd3-c9cbf12ae35d.jpg,4810153026194,210,542,279,143
1,images/0b56af7e-386c-410a-8f46-74350f755d77--ru.4c7208d1-cba4-4539-967d-1c87ad0f6d2e.jpg,8714100708408,216,474,409,308
2,images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg,4820240030508,173,657,589,293
3,images/5d60b81b-e31d-4530-bed1-27a8872d1f02--ru.53fed99f-fe97-435b-a4d4-57f1ed6d9f21.jpg,4607001770350,66,665,549,176
4,images/bb225480-a447-4232-85ab-ce22f1dec070--ru.09dd5220-73bc-4ca1-b42e-b6003ee8b311.jpg,4605035006964,269,592,448,247
5,images/6e042372-20ec-4a26-8340-3653cf0c681d--ru.407738ff-e321-4f6c-8a9d-d9c146d3d801.jpg,4690363095759,23,849,230,125
6,images/709c106e-41f8-4266-b22d-bcd8841a6aaf--ru.2da223e1-b4e2-4b5e-b38b-9abb2b7ebd61.jpg,4690326198893,169,164,522,166
7,images/3ffa7796-cc4b-4c00-9941-4c88464ac6ed--ru.97512ecb-b3e9-4fa8-b40b-8cc4f2bd7528.jpg,4606203103423,536,1875,1628,819
8,images/2502fbe4-a8f9-40c5-a502-3e15d2942e47--ru.a671844b-c029-4903-b4e1-d07141c5c577.jpg,7622201105716,301,445,513,345
9,images/48f946b1-7eef-4f59-8bd6-d39d48ea5eb2--ru.a6eb0b7e-85d5-42e7-9569-170a19ecff1e.jpg,4600433600615,252,266,534,318
10,images/ec62a12b-6b8f-4752-95a5-1befc9766a0f--ru.f839a614-5710-46b8-9be7-5311f3af1992.jpg,4670007360047,840,626,1955,1011
11,images/636f3011-ee46-4e5a-a86b-85e954b325b5--ru.fe802834-eca5-46b5-a009-0de7a6b30d96.jpg,4605496020035,200,255,518,340
12,images/90243654-a547-4fb0-bb8f-aa2d2b440a39--ru.af26012d-e018-4cd2-b926-ff9f951b7593.jpg,4600288020477,337,672,452,217
13,images/4edcaf5f-f7a8-41ab-9cf3-1ca8582e0f47--ru.10740536-06ff-4486-a124-b42a3cf3d81b.jpg,4630038960890,357,655,503,287
14,images/26ed90e2-9a8c-448f-a274-d93987c09757--ru.6cb4596a-2469-469e-a64e-5089bec9163a.jpg,4607051154063,354,614,464,177
15,images/d24a008b-f36e-4410-a58c-220144820192--ru.452ca2da-832a-459d-aaf8-8539306084a0.jpg,4620015853864,460,804,412,185
16,images/076870e1-2e05-40e5-a106-de2a4ea9077b--ru.30d3c8e3-f945-452d-8783-8505a6eb0a0e.jpg,4606088002286,74,1776,1222,401
17,images/8c2ddc37-abb2-410a-9b34-78f7b94666bd--ru.23e0d7c7-05e4-4045-ad3d-f5350492f11f.jpg,4604248000844,265,945,364,236
18,images/fe3cd088-6311-423c-9207-c438c51aa4f6--ru.c5197f00-662f-401e-8271-4418f70dcb52.jpg,4607003246273,316,1175,256,140
19,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg,4630007400419,1107,784,1796,904
20,images/dd09fd7c-3cfa-4848-9508-f8ebbfde5ba4--ru.5a47f4b5-25e7-4010-8cc9-30c34fccdb71.jpg,4680295072904,108,1021,282,128
21,images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg,4820240030508,173,657,589,293
22,images/84d82001-d612-4f61-8097-9ef6a68850c7--ru.564c52cb-4b06-452f-9261-1bdfdd5e7cd6.jpg,4605246010651,172,1078,718,390
23,images/92cdb08d-25ab-489f-ace4-68e11958d93b--ru.19fc5d60-ba81-49ef-b740-d78531814115.jpg,4601669000675,141,429,627,280
24,images/b10353bc-dae8-4d42-a6cc-94283b40a3b7--ru.24544306-09e5-4e21-a408-e7c3510448fc.jpg,4602481104473,228,725,477,334
25,images/9f1aed2e-c1ea-4efa-9f7c-167317294762--ru.2e41472c-cced-439c-80ea-800183c6a23c.jpg,4603933007458,144,688,357,152
26,images/b3fdc9d8-73c0-403d-b131-6806899bf1f0--ru.bf5e5c7e-8255-4b5c-9554-f89d54092323.jpg,4606949066204,70,951,648,272
27,images/ddaeb3d0-5e34-44bb-afae-ff94a161e90f--ru.06c5c745-3173-47eb-8e3c-568dfd520ebb.jpg,4751008082548,259,416,507,146
28,images/e691c8b4-d555-48d8-aaea-988beda82196--ru.4a267680-e47e-4485-988a-321cdc1b873e.jpg,8594739227040,783,1037,1442,794
29,images/0d5785e8-556b-4188-b069-5b02a8f110b0--ru.4e9f684e-e918-4960-aa95-df3583e53b5f.jpg,4605362006217,492,2243,1124,416
30,images/ff74e444-8bcc-46b2-b137-8c4064766028--ru.c2da344f-29b3-4b44-858c-ee6a730a4e64.jpg,4605246015489,224,119,390,206
31,images/79e4257c-49d5-46e1-8b8b-72755209792f--ru.036db7d8-e87e-41e4-a71d-30cf8c73264c.jpg,4860102580369,253,309,412,273
32,images/28cd7993-cf01-46a8-8460-d921db840454--ru.f3399317-0b95-4e7c-8f2c-019f157c3f0f.jpg,4820088550077,138,711,735,363
33,images/56ec454c-78db-49e4-946d-a1ab8bb65574--ru.d3a706a8-9162-4881-a737-f699218f7cf7.jpg,4620015850252,232,877,660,280
34,images/788fb7f3-e813-4754-874f-3cc6eb19113d--ru.265581a1-33c3-486e-b9e8-0fc5d4818e42.jpg,4607012296658,322,632,344,145
35,images/6203be59-fb5c-4167-8dd6-99cbb1981a66--ru.7a7d5749-0281-4b2a-9bf0-d49a7c481f85.jpg,4606272035465,568,453,291,164
36,images/f2d6aba7-3326-48a5-aa00-932ac2028a56--ru.21f66294-bfe8-452d-8dfc-b002b5225e94.jpg,4607051158269,122,620,851,395
37,images/93675816-2c92-4c02-bfdd-ea8b4620e1bb--ru.49e1771b-fca2-46a2-8808-c3f1e5bf36ef.jpg,4607001770138,153,413,528,259
38,images/61f400e4-5f7e-4906-bef4-6b4d53b78965--ru.be2dba31-a08c-4fb7-9313-a054a2f882ab.jpg,4607045852562,354,533,347,177
39,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg,4630007400419,1107,784,1796,904
40,images/6759f170-9d2c-440a-9202-70dd46668b49--ru.9e61a98d-97cc-4981-8fca-7ba7206bc70e.jpg,3582910075004,258,688,708,453
41,images/e691c8b4-d555-48d8-aaea-988beda82196--ru.968ea4c4-214f-4e51-885e-608c5f0f6733.jpg,8594749227040,717,1095,1204,695
42,images/55463dcd-2988-4d5f-82f0-ea25bb46e8b9--ru.b39a77f5-76be-4d4f-af10-aadf45b3b03a.jpg,2000004484316,139,564,624,325
43,images/922f98fe-b9cc-48d5-9152-9abe25d44e81--ru.608f951d-2a90-4a55-bb1b-1e558a349330.jpg,4601313011149,282,718,587,228
44,images/bab68e4e-9473-42fb-9a24-59e6fd3c1b1b--ru.ff9e8d76-6895-4d59-9e14-8bd8c84bd470.jpg,4600680008684,299,651,272,130
45,images/d05d50c0-0c19-4ca4-88ff-6f7058318a7f--ru.fb097934-ebc8-4b94-be1c-e3720092b0d6.jpg,4602009309403,516,694,325,156
46,images/cd373038-fad7-4f66-9c3b-9e156412dcfe--ru.b7312fea-1c77-4302-80d7-bd6c0fb8fe34.jpg,4607042438998,120,534,809,359
47,images/de42cb7e-e3d4-4442-bd0e-f9d2f604d010--ru.713ce406-032d-4d9d-95a4-37b37886f83d.jpg,2000098982422,47,720,759,368
48,images/b142bff8-e694-46e3-a78d-925ed52b887c--ru.b919ccfb-a336-48c6-98d2-8b7115cfa795.jpg,4630031860968,51,494,901,475
49,images/16846873-aa0b-4743-80f9-f6263937d9d2--ru.927394f8-ee23-4963-b3d0-5d04e1126998.jpg,4610007391108,246,953,476,235
50,images/910be86f-5974-4da9-8c9c-1078687a746b--ru.3a955e1c-3a08-4c1c-be57-322575d27d87.jpg,5060639125425,207,538,510,351
51,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg,4630007400419,1107,784,1796,904
52,images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg,4607004890147,1509,1325,967,503
53,images/9dc6e4cc-1ae6-4403-9223-8be4e45e006e--ru.58f6eabb-8998-4c89-bdcf-b5f4743f7c51.jpg,4600209014042,621,953,224,158
54,images/93cda132-8b66-476a-a112-8acf47658fee--ru.c9cabec9-8436-4b5c-9d1d-a00905371a3d.jpg,4600712008125,200,474,531,292
55,images/3352e625-e175-4e1e-b7f3-e3eb48a22248--ru.535ac9a5-c752-41b2-a7cb-17c381570fea.jpg,4612742720045,187,648,550,205
56,images/db634ae3-dd75-49a7-b23b-c4c213309a3b--ru.6fcb6f2d-08db-4470-8732-ef3938c1e266.jpg,4607810141860,386,942,517,200
57,images/a66f361d-1e84-4f65-992a-4636e3b4ef9a--ru.c1328ca2-08a4-4c51-9251-4ae0a172b9d0.jpg,6921000381002,230,784,496,173
58,images/131628b3-41e9-4b51-a5fb-9b126b22a454--ru.8725857f-c24b-4bfd-b889-12b280c76748.jpg,7622100929369,173,584,628,187
59,images/59a588c0-6fbf-4790-ab82-8651d3d0f50f--ru.0ac57072-217f-457c-b247-4083fcdb29dc.jpg,4067005091642,387,1004,344,150
60,images/c16bbc1f-329e-4dc8-a7cf-bd4feb4e0d81--ru.bdd0ffd7-8f01-4265-b996-e2264735be45.jpg,4606484006857,79,721,800,308
61,images/0a0de03b-710c-40e4-8f0e-5fa0ee9ef0a5--ru.b7135dcc-0514-43de-a53d-87f41aae71e4.jpg,5053990125050,203,572,514,367
62,images/af464982-dc36-4ef1-89b8-9f899c26bd98--ru.05dda538-814b-423f-a33a-75c000046f47.jpg,4607003248062,306,1170,233,154
63,images/de621d54-ce08-4e02-b538-4a715e0e43ed--ru.4ab0b259-f8f1-4796-b0a0-abc76ec3e0df.jpg,4607131045298,6,222,958,584
64,images/e8dde2d0-f29e-4771-b93c-3bcc535d7e59--ru.aea29d06-259c-48b9-ac58-4dca25786e0e.jpg,4607005091659,1593,1406,1068,373
65,images/6759f170-9d2c-440a-9202-70dd46668b49--ru.6f9dae72-c379-42f2-a020-1791c90c0437.jpg,4607032905738,227,598,598,325
66,images/35019e8a-6a4c-463d-8a42-2b0631133bdc--ru.982ad218-0498-4416-9cf2-7f09ca97d0c2.jpg,8033123220170,275,592,373,166
67,images/120cc5be-59e5-47d6-93b9-952de7d87540--ru.86cae5c0-e67f-4579-b3a8-333fa68db067.jpg,4600680010526,266,679,316,210
68,images/f1f950b5-be18-4335-8dc6-6bea7445062b--ru.1502c7bf-6de8-42f1-9f47-90987bad4911.jpg,4605246016202,235,142,522,280
69,images/5fe5f3e5-f999-4e7b-bba6-d18864972ee7--ru.6a82c612-cb89-4cd9-82a3-e873944ae629.jpg,8714100763759,302,631,475,322
70,images/1a4e301e-9801-4545-96ef-f3597ca5ca09--ru.1cbae1d5-87a8-4d5b-90e3-87b8f72838b1.jpg,4603566931953,514,978,312,114
71,images/6f59ac7b-ec87-48ef-8e53-c8324ae0afdd--ru.2f01e1ac-6ec5-45dc-a418-691087f00c25.jpg,4015600949785,395,777,447,387
72,images/0efaf7e3-cc52-4292-a1b6-592f35bad6fb--ru.5756cd29-23e6-440c-ac05-f7982b62d5b6.jpg,4607091483291,716,311,204,343
73,images/6f8eeeda-3403-4c81-b37d-f9bbfada0e65--ru.21344efc-b08b-40ea-8a1c-ee975c5ef4a4.jpg,5029053547640,361,363,467,338
74,images/637d670d-29c9-4e16-83a0-364d48e83e65--ru.80103201-7442-4e55-8be0-74f4d5065865.jpg,4607115980430,1100,1757,1010,412
75,images/cc6f89b8-edb4-4aa8-b2b0-cda54befc00c--ru.f0db284c-a453-4553-b500-3d7a2463f59d.jpg,5449000022172,475,315,319,218
76,images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg,4602701303259,124,569,555,284
77,images/dc2bf5e5-f997-4002-9a7b-cce12587e9eb--ru.fd95e362-87da-46f9-96d8-b6f6c49ac8c1.jpg,8718868256065,312,799,419,245
78,images/80569159-620f-4f67-b736-841c5a6f3249--ru.4ca6f07f-13db-4732-b4f5-112d38e0bfe1.jpg,4610013935280,385,404,627,331
79,images/56ef4803-4430-49b8-9173-d4698169b95d--ru.47ea0b18-fa48-48b7-84c5-e33546b1d3f5.jpg,4640189911288,475,385,415,293
80,images/f6e4cbb3-53c3-44ca-a52b-862d7d91991d--ru.b849da49-ffc1-42f8-b34e-dbb9035a6897.jpg,4610032370154,528,530,326,183
81,images/fe2886d7-955c-4909-a61e-6e388a379b71--ru.ed56e791-b8db-4589-94e6-1e7c43bd60b7.jpg,4607038301381,249,220,458,355
82,images/5a71f3c4-ab19-4a78-939b-d4c7522d96ad--ru.8c807fc5-6dcc-4681-a855-0623d19b7a00.jpg,4660019421669,259,523,498,423
83,images/27c31a86-1baa-467c-ac06-eb379773740c--ru.89f56794-3d4a-42bb-9733-8b1f60bf770b.jpg,4607065580193,348,1142,275,126
84,images/1ae4229b-9c97-47e9-813a-eb7e9af76904--ru.8983542f-e8be-4ece-94da-dded895d5398.jpg,4610030020419,174,629,543,312
85,images/65e90d1e-1166-4277-8c49-3b993316860f--ru.0327be8a-e8a9-4423-b693-d65c54be33c8.jpg,7613036044509,138,233,750,567
86,images/e3277f8c-36c4-4784-8919-7349ddbd243d--ru.e4b5ab53-915f-449b-acc4-eebeb26e212c.jpg,4660019534604,245,531,475,261
87,images/e691c8b4-d555-48d8-aaea-988beda82196--ru.d418165e-61e2-40b2-85f7-c97c597fe7e8.jpg,8594739227040,909,1281,1072,602
88,images/59e4643b-0840-4248-b50e-f23342e36a1e--ru.65d4576c-4fbe-4612-b678-0544696fb98c.jpg,4600697122090,258,691,402,200
89,images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg,4607004890147,1509,1325,967,503
90,images/67c49161-584c-4355-b885-4c4f748234d2--ru.de000ead-d47f-4969-b040-4fdc357be09d.jpg,4607177761978,583,304,348,332
91,images/40bcda7f-8775-4ce1-9a24-ee5b719edc2e--ru.5f5a0c34-d25b-4427-93d6-91164ecbad03.jpg,46225573,426,358,306,176
92,images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg,4820240030508,173,657,589,293
93,images/a6c544bd-fa0a-4039-b36f-af5be20726bb--ru.12a5c2bc-1399-43eb-b0ed-29f5785dc92e.jpg,4607084351385,277,588,435,243
94,images/77252d88-2d4f-4741-a507-1aee82b4ca53--ru.9ebb3de8-8c88-4e43-9157-0cce279f91f2.jpg,4601921426748,414,862,285,120
95,images/f8a23b9f-26b3-4be4-a324-342b2b1aba5f--ru.223b81eb-1250-4f79-b7ad-b1b1f59524d7.jpg,4607035285196,185,990,658,373
96,images/148dbf23-bff3-4d83-82f8-3e1f5ad2a4a6--ru.5d4bbf35-f465-45e6-aa14-8d09681f840b.jpg,4610007722728,225,484,427,163
97,images/f6e3e8cc-e5b9-4442-b6af-79e51f13c57e--ru.5f33b65f-cd85-4dfd-b927-0b5aa5d724e0.jpg,4605362007023,234,649,443,205
98,images/6f580a4a-c2a9-4bf7-afc1-6da92a06e6dd--ru.f5ffc34a-b5c0-41ca-a37e-aa78dde9fb69.jpg,4605246001970,211,698,496,204
99,images/540e86b0-0b42-4073-9183-d07b9cc40b1e--ru.096446bb-13a0-4874-998f-71189777175d.jpg,4602701303259,124,569,555,284
100,images/468376b5-89e0-4658-9471-c03f2cdf9cfc--ru.5cf83e98-8a44-48c6-b9a6-0c61409fdc1a.jpg,4607005091642,249,888,561,203
101,images/8133e655-5bde-4799-bc03-c18cf966dfd8--ru.b25694bf-46f7-4aeb-a29c-ab55f8bc2df8.jpg,4607063424024,785,1071,929,623
102,images/2ac091e7-e4fe-4715-88a8-b2e54c49d0ff--ru.540c3c80-1a19-4411-b51c-533d479a5e91.jpg,4601669007681,251,545,423,174
103,images/6636b7d2-25d9-47e7-a383-743e30c06df5--ru.d33e82c4-1732-4b2a-8ecb-6c0b1ed541da.jpg,4620017451204,303,611,382,237
104,images/4789a846-37f7-4cf5-8e89-0f2f77c3462e--ru.7c64a59b-7072-45d3-8ddb-23a2954b6b19.jpg,4607014780551,986,1766,1000,601
105,images/87c2053b-3ffb-40af-b2ad-b4e27dba9b16--ru.c11701a1-965d-4606-bc7c-83af7ea1ef2b.jpg,4690388050474,252,320,2080,1528
106,images/9246b587-6113-4964-9084-c5a3f381d25a--ru.df948eb7-51cd-4a90-8b8e-3b7677dabff3.jpg,4251321400055,161,541,602,409
107,images/875c09ab-580d-4d16-b5d8-553574a55b5d--ru.e662cbfb-9774-4775-a336-2218c4f9bef2.jpg,4605246001970,414,547,564,200
108,images/08c1a35c-6d78-4884-bcdf-40a943666a73--ru.af2d688a-7722-49f3-9fc5-a2601e7a4235.jpg,4620754103367,391,2119,1080,604
109,images/18aac3cf-1bdc-42b4-af6a-a02bdf1423cd--ru.01d6afae-b6d2-4352-8b8b-7b499044c551.jpg,3574661171883,191,523,545,276
110,images/f34f1edc-c644-4acb-8a5f-d484fd0a1ad4--ru.be6a6249-6988-4f1e-a283-03fcd88752f0.jpg,4640017013318,185,328,568,228
111,images/dfbadbb2-ac0a-4d8b-a20c-e5a651a66586--ru.14230567-1ba8-4104-a345-2d4b0c2ceed0.jpg,4607151982733,152,600,490,283
112,images/f94c95a4-283f-4370-a15b-ff126334f9e4--ru.54e471cc-2439-4cd0-9faf-5bde9d637747.jpg,4606782353745,145,587,625,290
113,images/666c56eb-f1ff-4ba1-91d2-beeb0190f4d6--ru.0c3d1ad9-eb89-4b88-be85-f1cb1f15ef64.jpg,4604049012374,239,433,467,190
114,images/8f614d39-91ee-413f-a2d5-00f511f096eb--ru.257d2978-1f35-477d-b3b9-baa584e4ec54.jpg,4607046123906,217,325,931,379
115,images/570b3459-9405-4998-8ad7-c9f0dec45693--ru.bb535c36-51d5-4469-b737-e41f0cdd525d.jpg,4607098450036,478,714,213,124
116,images/c3b25934-5b82-4cc4-a09a-039bfe3e3580--ru.0ffdadd3-b191-4472-ba9d-be7570ca0e61.jpg,4650065523264,333,916,303,182
117,images/aec70aa8-3e8a-4580-b9b7-0612038abd3f--ru.6d45c238-8c43-46b1-a315-1ec2fe047745.jpg,8809220805929,335,1182,522,258
118,images/5193859d-d0ad-4058-aa08-4ad5fb0b238a--ru.dcf1e9ff-a490-4769-be96-4fe2c184e12c.jpg,4607004890147,1509,1325,967,503
119,images/21ba3336-6541-43ad-b1a8-b9d37841cbfa--ru.e194bb5e-c6d8-4485-a9f9-429d2bc13c67.jpg,4600935300105,159,627,793,295
120,images/27446e09-8dbf-4e75-98aa-11947c982b9b--ru.0cec65fa-6baa-47ff-bab2-a88f5538e770.jpg,4607008160338,186,508,545,204
121,images/a3465a76-730b-407e-bc88-b74c8fb90f85--ru.fa766bd3-4af7-4a25-95b2-6f0884a997e9.jpg,4606272024056,224,574,495,215
122,images/4978570f-cc91-4478-bf8d-b27a0598d673--ru.9e5b0f32-5a41-40cb-b759-4bbaa5f4f9ee.jpg,4627152183250,376,891,564,190
123,images/26ed90e2-9a8c-448f-a274-d93987c09757--ru.992f5a3a-fc63-4a22-87fa-d9eae243f9b0.jpg,4607051154063,960,447,224,85
124,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.8a070a60-a96a-4dcb-b72f-577b978f31ce.jpg,4630007400419,928,964,2030,955
125,images/7a94d0e4-61d9-4a74-b7ad-6329fb34de8e--ru.f05b73dd-9d2f-4eff-83a3-b5b062eb7b4f.jpg,3014260240226,331,978,368,230
126,images/110ae7b6-f3af-4028-b6b1-2f6be09e79db--ru.5d959f77-7f44-46be-9ba8-ea2115dcba30.jpg,9785171132330,191,424,575,282
127,images/d35248ff-e06a-49e8-8bdf-604fa12ff3b5--ru.504671c3-ecd3-44d5-8143-5a57acd62d0b.jpg,4601669006110,350,495,420,156
128,images/4f9c5258-9795-47f2-baf7-c40801a8a129--ru.b02c44aa-da81-4fc9-9eb3-308460fab567.jpg,4600999025389,256,620,434,213
129,images/2b24b931-4f17-463d-b075-81ab0bee1d42--ru.93066063-74c1-421b-afd2-a7b55e0bf54e.jpg,4602121008444,64,608,410,253
130,images/59a588c0-6fbf-4790-ab82-8651d3d0f50f--ru.00233872-104a-4a0a-a3d6-8901b3115d5e.jpg,4607065580223,567,1057,295,140
131,images/0a0de03b-710c-40e4-8f0e-5fa0ee9ef0a5--ru.b7135dcc-0514-43de-a53d-87f41aae71e4.jpg,5053990125050,203,572,514,367
132,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.30adf60f-eeb3-4358-8dcb-99a7f7d45b2b.jpg,4630007400419,1088,704,1974,987
133,images/41d1664f-def5-4d63-bb56-63a6bb368b73--ru.e81a9d3d-3d6b-4369-9b07-5106f36b4a28.jpg,3276423013010,520,694,256,106
134,images/5f625b96-67ae-4000-9d1c-840f720e2897--ru.c5374577-05a3-457f-8c58-b5258c23e959.jpg,4630007400419,1107,784,1796,904
135,images/d937abc1-b3fb-4e25-b2b5-45227c226031--ru.695371d1-8051-4aa9-9703-cb142b7671f4.jpg,4627110630017,399,402,335,189
136,images/52d310ea-3bcc-47a0-9cb5-4b294054a7be--ru.5678e1a4-1367-44cb-b2d2-1bae7fbadbff.jpg,4600935010776,351,943,376,225
137,images/23ffa12c-6ab7-439d-a865-343730894eab--ru.86cae680-6cde-41cd-b3f5-bcf881109ae4.jpg,5900516690915,337,497,483,236
138,images/ac6cf003-ac9c-4817-915a-d9c6524c7cb4--ru.4fdcad48-20e9-4961-aa52-4bce3015c291.jpg,5449000098153,24,651,810,434
139,images/8e1649fd-f68c-436e-aaa9-b849aed55133--ru.b4941331-2de2-4e9f-b3b6-88990a9ab5f2.jpg,4606272032914,178,509,581,369
140,images/bd314894-7d05-49bf-8e77-97b875c5b2af--ru.d3c1e506-e7d6-4250-8964-8e497a64a5fb.jpg,4620016307601,853,243,277,147
141,images/8f5aba92-5577-4345-96f5-57e5bc84e124--ru.b724a261-2625-4848-82e7-391bcece865c.jpg,4810285012256,297,809,462,229
142,images/25a674bc-935d-4f1a-8071-ac86d1bb64cc--ru.2b0fe83c-fb06-4ad3-b368-b0b7956b75f3.jpg,4606272009671,72,314,752,414
143,images/9c930745-480b-46e3-b533-8d348831b447--ru.2376671d-bc79-4c6e-84e2-8ac52c586261.jpg,4604075024495,430,1006,353,261
144,images/46605374-8308-43c7-a779-0481317ad47c--ru.9d0d81cd-a7f8-4921-8ae7-c38ec473cc3a.jpg,4603023067232,333,645,235,114
145,images/a5112199-02a8-4685-a325-704eb7126f55--ru.b1f73de1-4774-4591-8303-c50428ea535e.jpg,4607971450979,188,608,215,98
146,images/8ca911e0-fe2c-4cb7-a429-26d8ed13700d--ru.bfc786f6-0f49-4e73-8f1b-c769f45e6ed6.jpg,4620018872398,145,709,585,213
147,images/b1abf356-58a9-4d35-9a3e-683fc33e321c--ru.0c12871d-9f1a-44bf-b404-de21d5e52c88.jpg,4607092076409,236,759,416,189
148,images/6ebb3269-e75e-498f-94e8-51b4345a777c--ru.f22d47f9-992f-479f-908e-9b94ac8e5bdf.jpg,4602957001268,1617,868,1451,417
149,images/77c7bd8d-bb64-4c4b-94c5-798a903eaa4d--ru.12f5929c-9d0e-49e5-9300-4aa2bd63bc51.jpg,4820240030508,173,657,589,293
150,images/9185f86c-3aee-43f6-a758-febdbd9281c5--ru.86a9b5f5-fff1-4b3b-bdb2-5c6f1153ed7b.jpg,4005900830845,306,183,630,347
151,images/6eb76672-e020-47aa-b1ba-05c3fb0e715c--ru.3ce7d8de-6472-4c16-8d79-0ddc88a2bc4a.jpg,4600702098211,157,383,573,343
